0,1,2
-8.016294532624775,-6.637706186459924,-16.581350818377345
-9.395657417500725,-8.72196199005075,-14.040083986503284
-10.83281211735144,-10.573616529075359,-11.893130469615437
-12.217133237843072,-12.360301695904894,-10.137273878730168
-13.32627675526976,-14.464436655737648,-8.785646549633125
-14.070031711520436,-16.685376029342137,-7.736772653598815
-14.46453475427866,-19.36239218112148,-7.031413875518599
-14.744046628620385,-21.852338194013157,-5.283925537210616
-15.406276598334289,-24.262231129130573,-2.8205741090428473
-16.260044731266518,-26.17027731368242,0.9491639420099679
-16.338792408554195,-27.081343519634192,4.807266472973509
-15.448495280014306,-27.538261939829642,7.980514190853659
-14.363914470575637,-28.502180755209096,10.100312406351428
-13.450311470566996,-29.93755672928869,12.234246617054122
-12.453241992618574,-31.499157282811737,14.414771595009181
-11.440014801350209,-33.1140241286351,16.61967329109093
-10.104155494642182,-35.04844433226077,18.77614682749177
-8.741992564261391,-37.062943381399066,20.89804534546942
-7.325152597947987,-39.142492309404936,22.989563709960986
-5.9695466935477075,-40.89244776021553,25.821662468877516
-4.670549449791304,-42.04731285939518,29.168533073244973
-3.2045773551988708,-42.35857554535863,33.29174670045615
-1.1427952982342662,-41.530234443763874,37.51655014412589
1.0307197041950527,-39.93043688018098,41.68241130521791
3.0658548504390586,-37.58274708262178,46.31849823846947
5.76180259418006,-33.56810478122292,50.371306545209535
9.5882433435236,-29.920870708968593,53.41877556086037
14.529251888537912,-26.02168731279867,55.50221549142109
20.254716902479032,-22.632312708467403,56.621559478683906
26.488467367278904,-20.923515940888816,58.3586705181451
33.10998471816867,-21.508558729588433,61.11593130829434
39.3225598400022,-20.722837356053567,61.976449548589116
45.29859030857742,-20.094456743937567,62.17319226323299
50.91724763627222,-19.67215667700341,61.82697923057282
56.25044642768144,-19.31953635147523,60.42567681742423
61.27488585421614,-18.622480942915093,58.36673242167295
65.89003687256871,-17.55758860515187,55.39711797436859
69.1807664269952,-16.48510491806166,51.624290092866154
72.14895983620298,-15.779868531987976,47.39907886609211
74.75495297974814,-15.902610189476924,42.29177173448737
76.8836922725486,-16.21613638318062,37.20071882025154
79.04894195473666,-16.359490389364232,32.95977647001468
81.86424808421502,-16.226199287755296,29.198090260858844
84.16927204998865,-15.33115697383004,25.630439181329248
86.39295705008223,-14.329843181387266,22.413565611779134
88.67503732923859,-13.048261832685723,19.741165629371906
90.81952514691034,-11.37399512956732,16.973232778008803
92.75814594203493,-9.226618865228051,14.599446378112725
94.33856607499507,-6.555037535545599,12.707147466950161
95.68769254518156,-4.043440259601487,10.918235669269245
97.08670265869588,-1.3936590391489583,9.594313029264942
98.56056329499248,0.9165880781081752,8.41705304981613
100.24481389564247,3.1721282281360326,7.284400313094471
102.10089471660308,5.806222774659413,6.552642411898249
103.88837825491387,8.490204863506717,5.776069046028058
105.63093387818162,10.954923747467758,4.872141405188136
107.38090106118389,13.307937737141158,3.8858332723562405
109.23897166843972,15.517345344733275,2.655482017061869
111.04361489887128,17.108561174173285,1.1133685854124726
113.0104932153482,18.513444350460666,-0.553108757384426
115.13385379601702,19.86158215803782,-2.425268059009735
117.28597306423012,21.775633998784443,-4.095294913044476
119.20943436107683,23.607604159362932,-5.9636297172382395
120.80203623154763,25.342832133376742,-7.873157335932039
122.25118199706654,26.431833934343196,-9.824451706528443
123.74072256292722,27.216738042699333,-11.737390106713109
125.3996038392765,27.570392780789234,-13.592321724709528
127.11436420110658,27.42823652725434,-15.502646605571147
128.82848581569587,26.995084706299593,-17.3673225376767
130.31294061655964,26.08208711774801,-19.130622787164405
131.22523454468114,24.73742092138868,-19.982242082466108
131.4798595444793,23.044656028555845,-19.99450796697444
130.47037739256515,20.925777673951114,-18.350931927018596
129.07088775185895,18.981585990930316,-16.00073025559263
127.68084611529264,17.503259502423205,-13.359453058875602
126.67003239729083,17.040973527341393,-10.747649440185329
125.37366548049832,17.143686930721994,-8.322837904689763
123.88376837288493,17.512393332992716,-5.833448766228339
121.97817902240959,17.553404721284267,-3.2738493725003215
120.2334169334772,17.31855343068855,-0.5664619838911606
118.60377616095253,16.854819847669912,2.1077202334599123
117.2002228511607,16.14372537046891,4.562071554346538
115.63769571238639,14.972759954467152,6.627543994882455
113.78425723852725,13.408251338400515,8.434123624260794
111.70871925654912,11.1471870502402,9.871628141175828
109.39230550607672,8.53361872619673,11.173856505129047
107.03145570410801,5.64944989129251,12.320599103522694
104.9015568203038,2.528318088679202,13.393146708815667
103.08304410149884,-0.6268948498697866,14.46496775871583
101.47582594701171,-3.6893127825316885,15.728556480686002
99.94977722559105,-6.811465721815061,17.136816593599598
98.6563026270564,-10.339670278496529,18.57758782440375
97.70728733201626,-14.093116373949226,20.071440240987073
97.4896682967724,-18.13278921093276,21.50730817337255
97.76769299052893,-22.121260229695125,23.095025113817304
98.641523020714,-25.86086920916648,24.969831532041457
100.4627863375075,-29.798695355209198,26.729713601075282
103.26767142228125,-33.1905762097085,28.700267056147318
106.611084283159,-36.29633106167681,30.699573100061397
110.68591927063109,-38.76237794522585,32.9002895491526
115.43978529751115,-40.41977954034615,35.13739936073169
120.69759932972433,-41.288472846106664,37.34299541735674
126.36719674972994,-41.01232474519061,38.851038519605495
131.2270521884526,-40.60225749930208,41.19667552384357
135.62814426854746,-39.74107934827698,44.077239004636446
140.79159942016972,-38.537362041883654,46.64642703935654
146.1213285996645,-37.52836757932738,48.550061446738226
151.64346548883708,-36.942984237974386,50.07881620607645
157.12612474646681,-36.79947191404395,50.96840889567371
162.4226938572717,-36.79577863171977,50.886483715919
167.6213686111626,-36.96197539186716,50.17210186278142
172.52732897006734,-36.9904247097551,48.45997124796451
176.89495208846813,-36.582818541570695,46.286727261967805
180.86328977755352,-35.772242841623516,43.82409582884578
184.71538121747014,-34.59307873676597,41.663683702246125
188.42952618682563,-33.285403587907474,39.26111671048936
192.07025348647477,-32.0354682066645,36.65443315853391
195.46741604989722,-30.85839631036602,33.97846704615862
198.70196225061034,-29.5098521101975,31.16005231292887
201.84826906912548,-28.190157235651554,28.321734689396386
204.71687217382944,-26.995470709914535,25.53273317379795
207.61461023512635,-25.7672978929331,22.664743016200266
210.52113031743943,-24.688460819377877,19.854340745938956
213.11157909358636,-23.533784718018886,16.911541562095913
215.48692681408028,-22.10268697196627,14.041222088887524
217.53413847163225,-20.33079628240404,11.274956534605003
219.09253895202207,-18.344177740555008,8.667563698781228
220.5240564582243,-16.113004024914595,6.384428881009977
221.84422127193625,-13.663958452792087,4.48496835643366
223.7928553325782,-11.514647957807846,3.2629899604206463
226.0951146682975,-9.24383270240608,2.5783318093766274
228.76513084604198,-6.8977365256629515,2.316160009313716
231.32845746117786,-4.283100537569006,2.303593451773834
233.54530757252553,-1.5874789305109624,2.19780950814959
235.17928216722902,1.2165068380945363,2.0679181145899133
235.63467693279694,4.082368225738565,1.945113854728648
235.47506973611166,6.815452035454655,1.9696217175557231
234.762345424969,9.426566929482044,2.1268988679907426
233.6572940129471,11.688756011252257,2.546918029163128
232.43275716956694,13.819925489484852,3.3028549147813755
231.27600999435643,15.824400548073358,4.273708873058095
230.28828583130158,17.491732055592323,6.04612960589739
229.00110367541942,19.239497858749097,7.920842875374861
