8.860573421317416987e-01,3.165221576361897798e-02,4.625020060795662635e-01
8.882328784709325742e-01,9.340480437480527809e-02,4.498058290278353910e-01
9.078529082507940107e-01,5.920870139787131475e-02,4.150963177632070455e-01
9.413165399355960528e-01,-4.049928491726800112e-02,3.350982739191608606e-01
9.672081523383840862e-01,-1.197714571576471015e-01,2.239894989355969701e-01
9.799272491305897059e-01,-1.619223551542366135e-01,1.163268221185643075e-01
9.797985930622579165e-01,-1.999088296046455659e-01,6.277093451470453986e-03
9.833936123975270949e-01,-1.632434511715609993e-01,-7.935207410483532953e-02
9.902988842135136416e-01,-9.410010247057228744e-03,-1.386640343042775114e-01
9.592216155343171735e-01,1.506816896959194962e-01,-2.391594922472967677e-01
9.036181014561315283e-01,1.893807180578950256e-01,-3.842107975332827996e-01
8.609241272989479610e-01,1.334719712089788568e-01,-4.909211891445917075e-01
8.290465570682253871e-01,8.537601543047047825e-02,-5.526313738499876171e-01
7.712538345890067593e-01,8.660311387100880220e-02,-6.306157328326467137e-01
7.277740370352243637e-01,1.278398545221778315e-01,-6.738032998586416245e-01
6.714948561220116519e-01,1.479470305181843914e-01,-7.260960220419150346e-01
5.713874573974720983e-01,1.521546752944550884e-01,-8.064580114721463522e-01
4.194686044003438918e-01,1.505635071672304370e-01,-8.952016281416899091e-01
3.261429794334373411e-01,1.132079594006700496e-01,-9.385221063320167145e-01
2.966960610580793856e-01,-6.520320762593836972e-02,-9.527476277577189290e-01
2.119406195516888580e-01,-2.789385483670585031e-01,-9.366329894412495083e-01
8.008474444353148869e-02,-2.770785771366688355e-01,-9.575075119836413684e-01
-5.723891813846842397e-02,-2.179384331553096410e-01,-9.742861135626936786e-01
-1.794720421017770851e-01,-1.414127208787772372e-01,-9.735499038794711568e-01
-3.022818645126313375e-01,-9.068658509900558162e-02,-9.488988315814024244e-01
-4.197295968973585589e-01,-1.018775617287923929e-01,-9.019175483330517107e-01
-5.167234313761575049e-01,-1.058169137455858555e-01,-8.495921658330034543e-01
-6.187507657204303069e-01,-2.703063127762669882e-02,-7.851269833126092168e-01
-7.198665503976402480e-01,1.992365090117051776e-02,-6.938320724349776869e-01
-7.856825172806581881e-01,-2.561011827608301525e-03,-6.186307960384236360e-01
-7.843841819478655220e-01,-3.256403661050003007e-02,-6.194259829112032101e-01
-7.479700175453589672e-01,-5.153198299933614730e-03,-6.637182556978525882e-01
-7.429685632565470321e-01,7.567769405030036478e-02,-6.650403022536737208e-01
-7.852262277529113987e-01,4.650232130957513560e-02,-6.174667271540893454e-01
-8.179119336636732074e-01,-3.985886170672594403e-02,-5.739676249052824142e-01
-8.139951285295135008e-01,-5.892948543989209864e-02,-5.778811844382054641e-01
-7.870745271051307057e-01,2.322273499642514907e-02,-6.164269172209601022e-01
-7.803670560674690337e-01,8.839727910196588934e-02,-6.190486423650881642e-01
-7.739344851626183130e-01,1.136448939572567429e-01,-6.229915018197871301e-01
-6.945965260797717367e-01,1.515142723494438126e-01,-7.032691506830637262e-01
-6.263207557396544001e-01,1.786495022991617387e-01,-7.588249357870682221e-01
-6.589137818338008934e-01,2.167128981883524874e-01,-7.203311177788572772e-01
-6.639877237379734343e-01,3.191981886124400369e-01,-6.761967679471273529e-01
-5.543410369170985730e-01,3.968921813862319459e-01,-7.315684605239506366e-01
