2.266443081222177014e+01,2.271101564996239475e+01,2.214527184713186969e+01,2.186095631678788109e+01,2.250004262928264964e+01,2.295907533052987404e+01,2.224055063108634300e+01,2.155613818368903623e+01,2.120709196672771668e+01,2.127680573139211262e+01,2.183925465206566940e+01,2.173617859194312985e+01,2.120773955095236118e+01,2.136480294651430611e+01,2.108621785624799827e+01,2.103343811935286212e+01,2.125014700298615367e+01,2.155594690347435716e+01,2.156794225297011991e+01,2.200811866766004599e+01,2.258902443322942588e+01,2.281252783603490997e+01,2.315958767995598322e+01,2.350241054881902869e+01,2.352049807440958418e+01,2.287071643267792709e+01,2.194218897022082970e+01,2.198218037593417051e+01,2.233728957761956124e+01,2.238456117514526511e+01,2.192277120193297790e+01,2.144061049703083555e+01,2.111287541834649417e+01,2.096136361842595974e+01,2.092959947448895264e+01,2.104470120961186907e+01,2.132722331775180891e+01,2.173595103386148253e+01,2.221990421401048366e+01,2.239102953431934750e+01,2.166693107182871003e+01,2.143797125784175606e+01,2.183523540157763776e+01,2.176488456422826800e+01,2.134084070885200290e+01,2.094686900823979769e+01,2.134186279245054152e+01,2.195559893797786799e+01,2.235927637949061264e+01,2.221416977211369215e+01,2.175009878957410336e+01,2.071824536932627225e+01,2.042639069036909660e+01,2.066693253280855558e+01,2.000803588590413185e+01,1.957963270557638324e+01,1.964142376452142003e+01,2.015439508692625381e+01,2.006274006822794931e+01,2.063542324946447337e+01,2.159650416478054780e+01,2.214183424688722823e+01,2.233785826564210808e+01,2.155378754629273175e+01,2.094494889724725795e+01,2.077674337827512829e+01,2.097058135764163467e+01,2.166644455766359556e+01,2.206805333618846987e+01,2.198615519647761118e+01,2.202405607801835785e+01,2.208495405889208030e+01,2.205800257458541580e+01,2.228908596326638403e+01,2.266301611134465688e+01,2.330415021797670505e+01,2.343806391496070418e+01,2.289775716715837106e+01,2.196767167527023190e+01,2.094128685214130670e+01,2.065778684763795781e+01,2.079640453820502088e+01,2.092107865877850870e+01,2.110258114489616332e+01,2.053146698392341563e+01,2.056512156278763115e+01,2.039314266806775322e+01,2.086279909246707831e+01,2.076591672293167790e+01,2.099952395226673474e+01,2.109849613478334618e+01,2.153548959159652298e+01,2.164049771000007993e+01,2.158239689227878699e+01,2.153936189931751954e+01,2.154615862027512208e+01,2.171915827573982227e+01,2.200160542896560756e+01,2.232384970604642049e+01
2.853515742498717600e+01,2.874360298179944451e+01,2.891957164526076340e+01,2.885566114478067234e+01,2.882503473054046239e+01,2.890832518617600400e+01,2.898899662592949866e+01,2.877540211479962906e+01,2.848225160953143131e+01,2.819476523101059939e+01,2.798439652226683449e+01,2.790576097014174195e+01,2.777273778182274100e+01,2.755077473120728726e+01,2.750700032319596744e+01,2.753551164779785765e+01,2.756564232718227458e+01,2.766751054374047669e+01,2.782029748433166105e+01,2.794391904528213999e+01,2.813099011087592416e+01,2.832027122142773479e+01,2.843193372481891501e+01,2.855651657049004655e+01,2.868729404215572742e+01,2.872665401792933437e+01,2.861655305300340757e+01,2.828003077064173354e+01,2.796502923955384645e+01,2.767792056474723239e+01,2.735133977739161182e+01,2.693717826696684270e+01,2.649282344179486515e+01,2.602986397375597605e+01,2.570644287581646736e+01,2.545015165733171614e+01,2.537526360737063769e+01,2.546186350304384050e+01,2.561317086254901909e+01,2.576690332683786266e+01,2.589240922123841315e+01,2.583897519261181586e+01,2.578152788870291445e+01,2.577126369913522552e+01,2.564268727485896449e+01,2.547314610871796248e+01,2.532992129481631949e+01,2.540450239904337337e+01,2.566195099480756170e+01,2.599910042619202244e+01,2.633433759261949092e+01,2.671340595654607597e+01,2.718657873610553466e+01,2.814031971348894601e+01,2.930101928844513637e+01,3.004677444187590751e+01,3.002564220728276467e+01,2.945013768838162704e+01,2.873912271358060622e+01,2.790200490531168853e+01,2.715904113691549426e+01,2.664039457777553821e+01,2.616088148468308461e+01,2.579592251243620282e+01,2.540601555442827930e+01,2.514338000585522082e+01,2.499008243536109930e+01,2.487773267137545119e+01,2.479784944121990975e+01,2.474173975344056231e+01,2.472826181277261171e+01,2.482129090415306649e+01,2.501121661426170917e+01,2.527113916222766576e+01,2.565255274647598682e+01,2.606163467137348277e+01,2.648364505332818197e+01,2.684329213532365799e+01,2.696156218775242053e+01,2.693395276462760890e+01,2.683275371953826394e+01,2.678390478885693682e+01,2.678850979965102397e+01,2.678570941434672292e+01,2.677600389448206286e+01,2.667031932775848091e+01,2.674491742980420383e+01,2.683912541547563535e+01,2.702716946100277440e+01,2.715991184210900045e+01,2.735251261910945431e+01,2.749054385383592702e+01,2.766371221292901694e+01,2.775767050647585421e+01,2.778804842406234243e+01,2.783482364102051676e+01,2.793426311416144259e+01,2.808912284356579292e+01,2.832197441061351029e+01
3.162077889587071411e+01,3.167783650310991206e+01,3.168948173221752640e+01,3.164312170738886465e+01,3.159167008735008508e+01,3.156492356719853376e+01,3.159325061122165224e+01,3.158652692395765271e+01,3.154419524165880162e+01,3.143065056768019261e+01,3.134425391227224722e+01,3.128314000041905985e+01,3.115608016166831007e+01,3.108622693273603232e+01,3.097002981082555095e+01,3.091788931877405844e+01,3.090077299726811333e+01,3.091868479889801336e+01,3.098826283836319817e+01,3.108634018415468248e+01,3.122425852529808665e+01,3.138396589112370805e+01,3.154495572088594812e+01,3.167564823909262373e+01,3.174507210325813489e+01,3.173268766757896842e+01,3.165924086119558112e+01,3.152006913790203768e+01,3.139926929429673663e+01,3.124906744737532804e+01,3.111364963548705731e+01,3.084155114607159121e+01,3.063412085095777826e+01,3.052253820497704950e+01,3.054465616822353624e+01,3.059540415833593130e+01,3.065143746398693025e+01,3.060211892919998533e+01,3.052803126867209471e+01,3.047167217762068603e+01,3.044455340927969900e+01,3.043672375805989461e+01,3.045859267797084513e+01,3.044477560033456243e+01,3.040806609309990804e+01,3.046823205944611601e+01,3.063374186862895954e+01,3.090255318769694881e+01,3.115267336172254531e+01,3.127399127798191358e+01,3.139763986037930010e+01,3.156111134995818901e+01,3.181350729604445959e+01,3.221219486843316560e+01,3.266551254910476132e+01,3.302516154310607988e+01,3.309735955821771114e+01,3.291630033852494108e+01,3.266903850823808142e+01,3.238388712893276988e+01,3.206101913856299745e+01,3.172692924885230426e+01,3.128848698297590403e+01,3.079905936027861202e+01,3.049222748895209278e+01,3.023692473475082920e+01,2.991535506470243533e+01,2.956355978353909109e+01,2.929348163924202453e+01,2.918134279194639191e+01,2.921314320763445593e+01,2.929316050312587194e+01,2.943495078828967593e+01,2.971963114312520204e+01,3.009787533489643607e+01,3.050726499582754059e+01,3.086917033684170875e+01,3.119829086709393806e+01,3.147413803939059207e+01,3.170706197528215498e+01,3.191828246669670577e+01,3.209206523956258650e+01,3.213909659517984352e+01,3.207020241424768869e+01,3.194396066145191426e+01,3.181642265619891319e+01,3.182172020896599562e+01,3.188845427600682569e+01,3.188166137815486678e+01,3.186546952713081282e+01,3.183335728767972483e+01,3.176317071662652580e+01,3.169927281097163885e+01,3.166711109080738495e+01,3.163226885630427887e+01,3.161916857539415915e+01,3.157022428262029834e+01,3.154623746553723507e+01,3.158003220145219814e+01
3.439353118885713201e+01,3.426238482502705551e+01,3.413046112651661446e+01,3.399855456463525627e+01,3.389768032831868538e+01,3.383819931011127125e+01,3.382850334555802618e+01,3.385741373229075180e+01,3.383738290703455220e+01,3.390918844385101494e+01,3.394558507493710664e+01,3.392986599866087261e+01,3.395164886697556028e+01,3.384647474517007026e+01,3.357497370436438899e+01,3.331609702686883878e+01,3.305584518791025062e+01,3.310624248190767105e+01,3.323162667575929419e+01,3.340345740817267028e+01,3.353251145293622670e+01,3.357772544772701195e+01,3.364116975127043929e+01,3.371635561012886484e+01,3.371950121542037948e+01,3.377069318627776084e+01,3.390933095358968785e+01,3.411254737828957673e+01,3.436938267710278438e+01,3.468790282132215452e+01,3.506120952160718929e+01,3.557505083462535111e+01,3.607384816024841001e+01,3.633207679499866316e+01,3.631596873101922540e+01,3.602355582771604503e+01,3.570069242167165413e+01,3.529383158104295859e+01,3.484752561196646070e+01,3.455008860383042446e+01,3.434301161832322435e+01,3.421334045381748723e+01,3.411065704156944633e+01,3.415544039104929652e+01,3.446289533223774271e+01,3.492691492686892474e+01,3.541211505134754844e+01,3.572174184374522810e+01,3.585098243392810957e+01,3.576645191132735135e+01,3.546531024131348175e+01,3.509062189064700732e+01,3.482753741068128051e+01,3.479494847818099146e+01,3.485828447375916284e+01,3.468469131612562961e+01,3.444863971535225033e+01,3.429847516799738116e+01,3.410193472881983467e+01,3.393460938414082761e+01,3.394722202538655154e+01,3.407622133753514504e+01,3.428705491810330841e+01,3.453144578686400479e+01,3.459937770513759148e+01,3.446551089516727728e+01,3.431562448455973424e+01,3.413340171689092273e+01,3.406935261030942996e+01,3.418996696630010490e+01,3.435270808955958444e+01,3.469764884286686879e+01,3.507432441124215217e+01,3.535491964315520619e+01,3.560560273137026854e+01,3.585209067231868829e+01,3.606727383561953815e+01,3.629680842120459516e+01,3.655948298569623489e+01,3.673021649094781083e+01,3.680383611729110527e+01,3.670294348797069262e+01,3.652614722517548529e+01,3.642237404788755128e+01,3.635010343318486292e+01,3.635334144872175699e+01,3.635121825406804419e+01,3.627910676670080647e+01,3.613120506077530081e+01,3.597264377995688989e+01,3.580318685559831948e+01,3.564779954108098536e+01,3.549755687088992318e+01,3.538954703382324851e+01,3.523663737295530751e+01,3.505839532695078731e+01,3.486966643799458865e+01,3.468437800209584765e+01,3.452935594550560694e+01
3.689133747073599068e+01,3.670308826002003855e+01,3.648938699543003850e+01,3.625838856830851142e+01,3.608640881895794905e+01,3.601573319010704211e+01,3.602254880219681610e+01,3.607843306695727392e+01,3.621395622622940635e+01,3.637376466632751715e+01,3.653075212794747983e+01,3.669465048495705162e+01,3.683383505227314458e+01,3.699531981586557094e+01,3.718940484689500892e+01,3.716963069689479937e+01,3.680628704632935921e+01,3.633088441458617979e+01,3.605792150959499054e+01,3.586763252377776467e+01,3.562900044650673692e+01,3.543168751842995334e+01,3.535137807548309041e+01,3.533984065183037870e+01,3.549016937600499233e+01,3.582513392877906000e+01,3.627610642487481130e+01,3.685455950136100967e+01,3.756154082813502981e+01,3.838442500374411281e+01,3.933559954155755634e+01,4.023280032348516499e+01,4.073322130494846505e+01,4.081294539035357616e+01,4.049251554580425960e+01,3.995492799271315931e+01,3.939027166902405241e+01,3.879724487674561573e+01,3.830863634166928477e+01,3.798594955647913451e+01,3.780489736010359536e+01,3.767432220516225527e+01,3.768784989514813333e+01,3.794872503218046234e+01,3.836630294085889403e+01,3.875667189524354939e+01,3.896520791460223876e+01,3.900685816566319630e+01,3.887056362247742669e+01,3.856688903592734619e+01,3.818572932386422281e+01,3.783429856451664364e+01,3.750380338758257182e+01,3.721270143037271794e+01,3.689851439054385907e+01,3.675334534858941282e+01,3.683419228394995315e+01,3.697355230854356023e+01,3.706394022982489389e+01,3.712462733614270860e+01,3.716072194194347134e+01,3.717638869949760760e+01,3.715308187083381597e+01,3.706999127021448714e+01,3.697651526409427447e+01,3.693540448440432300e+01,3.690980484875267820e+01,3.699528174293871530e+01,3.726907481616866846e+01,3.768295438623601967e+01,3.824069546790843788e+01,3.880464579072357623e+01,3.929284784089311700e+01,3.964507308558692245e+01,3.986493801857751862e+01,4.003203399150825703e+01,4.024530477014987895e+01,4.047885923772525985e+01,4.060854122369183017e+01,4.060193418724699654e+01,4.045454255874702909e+01,4.029256936484013352e+01,4.020332669811363502e+01,4.013452287390843054e+01,4.008322317125757195e+01,4.001211102562216837e+01,3.988542626013029491e+01,3.970147700775497412e+01,3.951182007407034291e+01,3.933958621554425150e+01,3.918166690421806209e+01,3.900484033741449963e+01,3.881680006056166832e+01,3.857009498873316744e+01,3.826730810142667139e+01,3.794576869123841334e+01,3.764514467359305172e+01,3.736962496241005738e+01,3.711099846680630776e+01
3.965859133220138943e+01,3.939989159556999709e+01,3.915016826155522978e+01,3.880939799517409483e+01,3.852167788804233339e+01,3.830849100626150516e+01,3.819581756368927472e+01,3.822494199252552960e+01,3.838309031055815979e+01,3.858951948049185887e+01,3.878374427399570123e+01,3.890058765190630652e+01,3.915886930634972174e+01,3.945764885948956646e+01,4.000128272685811481e+01,4.042881271033586188e+01,4.035931991198852131e+01,3.963668253161205257e+01,3.878487050539437320e+01,3.814033391646163551e+01,3.770561975512434572e+01,3.739122846597474137e+01,3.732821065223632218e+01,3.741382257454337434e+01,3.766271352864464461e+01,3.816530615091138401e+01,3.865864127997906508e+01,3.930504240354044754e+01,3.997094314248570157e+01,4.071355416106877811e+01,4.162486280669888572e+01,4.242282177622364259e+01,4.285098639360803929e+01,4.306963437389735105e+01,4.323515092403977178e+01,4.333209135777489251e+01,4.339176341024367645e+01,4.321497070543129837e+01,4.242049536354483052e+01,4.156856533706984180e+01,4.116678170927528413e+01,4.104493829498124313e+01,4.099460875391954318e+01,4.099096607951134530e+01,4.113260145617205410e+01,4.142379621740536777e+01,4.146697761062735310e+01,4.133212226818564972e+01,4.125222676218056961e+01,4.121386297453676661e+01,4.102598106892131824e+01,4.052796028813309448e+01,3.997931082164134864e+01,3.958117613489429942e+01,3.941837662889849980e+01,3.946187180381118509e+01,3.954167647123860974e+01,3.944562766426149381e+01,3.918872694504051424e+01,3.893375225833890596e+01,3.874403304564177120e+01,3.853048606969416312e+01,3.826508585637813553e+01,3.808604306773654002e+01,3.794707478481051766e+01,3.787533186961032783e+01,3.801635036834638726e+01,3.841329457367124434e+01,3.893150003860002784e+01,3.946719136215784829e+01,4.009623242835900214e+01,4.078299999946134591e+01,4.154647856778449722e+01,4.215118629852779719e+01,4.255446121626523137e+01,4.288747955085111840e+01,4.316652807465551689e+01,4.343577197270991519e+01,4.363618994154162323e+01,4.367985980710205496e+01,4.360018845780435726e+01,4.348923689625043210e+01,4.340048417544567627e+01,4.334263793859086178e+01,4.329454071101758217e+01,4.316633575291722025e+01,4.302366715768494032e+01,4.286119000885183539e+01,4.269135050317635205e+01,4.252410274986080907e+01,4.234883184682863799e+01,4.220791034007775266e+01,4.205090414999299497e+01,4.178979127634082147e+01,4.140359657712303232e+01,4.095378351824995633e+01,4.056539150313872710e+01,4.025280738743712305e+01,3.996038250339720577e+01
4.226948851006790875e+01,4.195394215364311208e+01,4.169725576119927268e+01,4.131595990545277886e+01,4.083398166413164176e+01,4.031020125155929179e+01,3.990779812020929995e+01,3.967882926945917887e+01,3.962691884332097914e+01,3.965018551532502755e+01,3.960461078664977208e+01,3.954009012056461358e+01,3.951370996688191894e+01,3.944110602268684573e+01,3.962984510415896011e+01,3.996192496734018818e+01,4.023078137741122617e+01,4.016447040503850019e+01,3.978106495960558675e+01,3.936254644896768440e+01,3.904478203537018288e+01,3.884597148971717928e+01,3.885303551019386248e+01,3.904580852862368801e+01,3.933881272288820696e+01,3.987093849935688183e+01,4.046353200757751267e+01,4.113738173222679961e+01,4.180797992530924745e+01,4.258114168104084030e+01,4.343308396757073808e+01,4.397087987884279414e+01,4.426029357901825989e+01,4.465404209769739907e+01,4.529127889726850498e+01,4.619868671124991977e+01,4.688239986393144676e+01,4.682854372676732169e+01,4.601951151315192590e+01,4.516195055252768498e+01,4.474892824269127090e+01,4.457331845828020533e+01,4.446728080806168037e+01,4.437985904525173453e+01,4.432216121312158918e+01,4.425261697081382550e+01,4.396642362162668860e+01,4.341492625363162716e+01,4.288119881835970659e+01,4.254120939503810916e+01,4.229574980064327860e+01,4.199749431239031594e+01,4.154766062984317188e+01,4.094570855126754338e+01,4.054823289722091317e+01,4.027343994027686591e+01,3.986236740840588766e+01,3.930571137954533611e+01,3.871872319184880951e+01,3.832000202310616288e+01,3.817695503162642723e+01,3.815445670482468188e+01,3.804981720342849627e+01,3.795669687418806859e+01,3.796166121683263128e+01,3.809023456982578182e+01,3.845086497749520760e+01,3.901741763141201602e+01,3.971291612441730479e+01,4.042612670282942133e+01,4.116018488996540015e+01,4.201801449940940358e+01,4.299424941786629262e+01,4.390101370897068023e+01,4.460829407887941755e+01,4.518629044681485851e+01,4.565528931126356582e+01,4.608052109110489170e+01,4.643927546693456065e+01,4.663041766952407841e+01,4.668373938958772840e+01,4.665581156627704473e+01,4.661459841942468074e+01,4.662009913852036647e+01,4.661787798327306120e+01,4.650162053858774414e+01,4.629804050485788736e+01,4.607998265851873754e+01,4.588405092879807512e+01,4.569777180691857410e+01,4.548904576294791013e+01,4.530721903528637995e+01,4.510969578218350051e+01,4.483983515470383452e+01,4.435651108469389214e+01,4.382525680715241378e+01,4.337949383594782660e+01,4.300542388338689648e+01,4.263843737243308851e+01
4.417486837041810332e+01,4.386507000839504400e+01,4.349183782355660099e+01,4.278690161836424721e+01,4.195953391379414654e+01,4.116377743017294222e+01,4.055361882853662792e+01,4.015115793090915730e+01,3.987027925765553249e+01,3.957571715741045892e+01,3.930196655049973486e+01,3.898317420288973523e+01,3.866380577867320767e+01,3.849651181431845259e+01,3.852687512377536194e+01,3.871974379365374830e+01,3.898972894057558847e+01,3.926051825853580368e+01,3.933665135240801192e+01,3.930745169579535059e+01,3.932803918131163812e+01,3.951317719311361287e+01,3.983894968583948071e+01,4.033612848802231099e+01,4.089461322630147322e+01,4.160043922206699563e+01,4.224402471338946441e+01,4.287538495472580280e+01,4.369436662314787156e+01,4.448054917468439129e+01,4.525922448123922237e+01,4.587001868375699587e+01,4.680261691916351907e+01,4.775770066564604832e+01,4.871136734546259106e+01,4.937829223308310844e+01,4.948097618120361574e+01,4.919055957508279420e+01,4.847669308497033569e+01,4.805804216343378954e+01,4.799636083921458152e+01,4.765400408798186760e+01,4.734062548868985942e+01,4.714548981837372565e+01,4.684083757562063965e+01,4.643361489231286754e+01,4.586390694549269398e+01,4.474257759691140279e+01,4.355027454510552332e+01,4.244743227303604272e+01,4.171613667823736193e+01,4.118820423861152591e+01,4.043466454306587110e+01,3.968694973934455561e+01,3.908957792812338994e+01,3.860311209666752319e+01,3.808839265223667070e+01,3.753575639786163975e+01,3.723953014404720818e+01,3.717573419998041118e+01,3.725119790806780884e+01,3.729855857959055498e+01,3.735798436287849711e+01,3.758236341786196277e+01,3.801023694332471337e+01,3.856948524617730811e+01,3.924272789898716240e+01,4.002782340425413565e+01,4.089213920903878119e+01,4.170983476571917237e+01,4.255179893075885644e+01,4.350622267534768639e+01,4.449714807265868188e+01,4.543579188506558353e+01,4.631438402822559652e+01,4.719845208872482800e+01,4.813627559091749930e+01,4.897589172818757675e+01,4.954739661438593146e+01,4.981842651050425985e+01,4.994086154480702078e+01,4.999138731242339873e+01,5.002946346811165057e+01,5.001119068385444422e+01,4.991556255661706132e+01,4.965635752069363917e+01,4.933211323575519458e+01,4.910986051637114969e+01,4.887953759691568223e+01,4.862359932524930173e+01,4.823275834773492932e+01,4.775438943214407317e+01,4.731717367262006491e+01,4.682239557298260024e+01,4.632088119854790875e+01,4.586411967657026167e+01,4.547214184507799217e+01,4.504708130305107261e+01,4.459739971180315621e+01
4.491944343421701547e+01,4.429046832707997794e+01,4.348364558439590155e+01,4.261169818733318237e+01,4.176619620141293154e+01,4.102651953220113512e+01,4.043977663672797007e+01,3.996302892794103201e+01,3.949040979722423828e+01,3.903577742063357192e+01,3.852808184058996943e+01,3.809291429757882952e+01,3.782404810164369025e+01,3.772651155358030195e+01,3.776029613692329434e+01,3.794224575051440951e+01,3.825983768029468735e+01,3.850170324128033172e+01,3.869275214321876888e+01,3.894651887635204446e+01,3.942565114545181615e+01,4.007503463715412551e+01,4.093830222037789213e+01,4.183796988495642921e+01,4.263543405048398682e+01,4.328132095435193349e+01,4.399429473024542148e+01,4.484654536905960498e+01,4.569837392655836794e+01,4.674834184380472379e+01,4.793423943397457521e+01,4.930840157662755985e+01,5.034522112220646051e+01,5.098237627624669699e+01,5.132615614709933993e+01,5.136097335306226341e+01,5.098543283625075873e+01,5.064341807381967442e+01,5.046783332444891101e+01,5.019930526880437327e+01,4.957097564150377167e+01,4.900739273773214677e+01,4.861793119616513792e+01,4.805846225237858960e+01,4.721769067324971303e+01,4.620953113450182315e+01,4.479933321304843474e+01,4.319931988226579733e+01,4.158606559593230401e+01,4.037175591622113302e+01,3.947650639298964848e+01,3.856439985078687016e+01,3.776685637841061549e+01,3.719195822906054616e+01,3.684071772626657548e+01,3.652685391257374903e+01,3.625695460574701201e+01,3.609822710335721041e+01,3.616045389872609661e+01,3.634524784142919174e+01,3.658885077777475914e+01,3.688811634176994403e+01,3.730855131422531912e+01,3.785632389494163874e+01,3.851209276408796001e+01,3.929536067276222155e+01,4.019270592613647608e+01,4.112600443836232245e+01,4.200101271227504185e+01,4.284184285004379689e+01,4.374958601796403457e+01,4.477126352941582610e+01,4.593440234359875518e+01,4.716523002919823426e+01,4.835463483246738292e+01,4.953209669049360286e+01,5.064934245869294216e+01,5.152738379093570131e+01,5.211702434903881453e+01,5.259189231847115309e+01,5.296752180766400642e+01,5.314966780037661920e+01,5.312833164230661254e+01,5.296529278288945619e+01,5.263312242566281185e+01,5.228819802754342305e+01,5.201798399107666171e+01,5.169292849165999826e+01,5.125697736975223506e+01,5.064140335971606532e+01,4.991103397614691772e+01,4.922987354654689085e+01,4.862636688969574550e+01,4.809697261070787988e+01,4.762542443845453732e+01,4.718501572309679659e+01,4.670373037625474666e+01,4.615274088279263509e+01,4.553660137949884756e+01
4.418732829033304199e+01,4.333253097370155871e+01,4.253968221049379395e+01,4.182626382439506330e+01,4.117451448967947414e+01,4.060847528588190158e+01,4.012115456879554642e+01,3.963901827807462297e+01,3.918032655676375953e+01,3.864140968869673998e+01,3.800359303684123802e+01,3.747258844335104300e+01,3.714678747467236519e+01,3.698286526354876713e+01,3.698866966293299896e+01,3.715766898521897588e+01,3.740776605243006259e+01,3.780087748367451894e+01,3.834634285117536479e+01,3.913472850657568358e+01,4.003732569614876979e+01,4.098443959750775178e+01,4.206970710886927378e+01,4.303249441141505827e+01,4.383223122670230509e+01,4.479841101038088880e+01,4.573827193932501700e+01,4.676085200519414542e+01,4.813534944726243481e+01,4.970229989051386355e+01,5.113027374479337084e+01,5.208657327577699192e+01,5.261542276578236255e+01,5.278887529343037244e+01,5.267133508555961896e+01,5.228322621221032307e+01,5.204379333742423341e+01,5.163576834360366519e+01,5.096452599884437973e+01,5.011559141669512485e+01,4.928107273066665783e+01,4.839999102049664970e+01,4.738643357690069990e+01,4.612357087333873551e+01,4.469366659614082238e+01,4.304378448695995019e+01,4.136799159839877404e+01,3.981652417148380607e+01,3.855434521654457569e+01,3.752933278334309364e+01,3.663729568136857040e+01,3.592354351469775509e+01,3.545015414046523006e+01,3.512638581852785080e+01,3.494300564388944963e+01,3.492675463484656007e+01,3.499555277319097968e+01,3.521177402641134080e+01,3.552416396200373327e+01,3.593805876220382345e+01,3.644552148277229975e+01,3.704112571899819528e+01,3.766974494012795560e+01,3.837241581613594121e+01,3.916729911314965307e+01,4.005165095829099187e+01,4.100892578597895977e+01,4.192689601509260200e+01,4.285254701534589827e+01,4.383014018725440764e+01,4.498980185937516296e+01,4.635017806163683929e+01,4.782999320347369832e+01,4.912926361566596967e+01,5.029189093766754581e+01,5.149722521449166379e+01,5.248678140775904666e+01,5.331314178078908839e+01,5.418759983807892411e+01,5.488458559415663984e+01,5.520455997683189509e+01,5.524549609471805667e+01,5.503832877422760106e+01,5.470604001168958064e+01,5.436516452617688344e+01,5.398952831160193711e+01,5.359127653416533121e+01,5.302903435873183469e+01,5.227155051672229291e+01,5.141694798330223648e+01,5.053158473529614270e+01,4.972860531491221536e+01,4.908268584513264443e+01,4.851929970672251358e+01,4.794914194786377237e+01,4.737232311635226978e+01,4.664710956108854134e+01,4.585409519670122336e+01,4.501671153384216950e+01
